GEO.id,GEO.id2,GEO.display-label,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC92,HC03_VC93,HC03_VC94,HC03_VC95,HC03_VC96,HC03_VC97,HC03_VC98,HC03_VC99,HC03_VC100,HC03_VC101,HC03_VC102
Id,Id2,Geography,Percent; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Some other race alone,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races including Some other race,"Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and Three or more races"
8600000US78017,78017,ZCTA5 78017,4827,67.9,63.9,0.2,0.0,3.8,32.1,22.5,9.1,0.0,0.0,0.0,0.0,0.5,0.0,0.5
8600000US78019,78019,ZCTA5 78019,1484,92.0,84.9,0.0,0.0,7.1,8.0,7.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78021,78021,ZCTA5 78021,168,1.8,1.8,0.0,0.0,0.0,98.2,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78022,78022,ZCTA5 78022,4842,36.0,35.7,0.0,0.0,0.3,64.0,59.4,0.7,0.0,2.1,0.0,0.0,1.8,0.0,1.8
8600000US78023,78023,ZCTA5 78023,28014,37.7,29.8,1.9,0.6,5.4,62.3,51.4,3.1,0.4,5.3,0.0,0.2,1.9,0.3,1.6
8600000US78024,78024,ZCTA5 78024,1242,4.7,4.2,0.0,0.0,0.5,95.3,94.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
8600000US78025,78025,ZCTA5 78025,4468,22.3,21.4,0.5,0.0,0.4,77.7,72.5,0.9,0.9,0.1,0.0,0.0,3.3,0.0,3.3
8600000US78026,78026,ZCTA5 78026,5860,50.7,48.5,0.0,0.0,2.2,49.3,48.1,0.0,0.0,1.1,0.0,0.1,0.0,0.0,0.0
8600000US78027,78027,ZCTA5 78027,591,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78028,78028,ZCTA5 78028,40001,26.2,22.7,0.3,0.0,3.1,73.8,69.7,1.8,0.2,0.9,0.1,0.0,1.0,0.0,1.0
8600000US78029,78029,ZCTA5 78029,0,,,,,,,,,,,,,,,
8600000US78039,78039,ZCTA5 78039,1680,44.2,38.3,0.0,0.0,5.8,55.8,52.6,0.7,0.0,0.0,0.0,0.0,2.5,0.0,2.5
8600000US78040,78040,ZCTA5 78040,42035,98.4,95.2,0.0,0.1,3.0,1.6,1.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78041,78041,ZCTA5 78041,45655,92.8,88.3,0.2,0.1,4.2,7.2,5.3,0.2,0.0,1.3,0.0,0.2,0.1,0.0,0.1
8600000US78043,78043,ZCTA5 78043,44917,97.0,94.5,0.1,0.0,2.4,3.0,2.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
8600000US78044,78044,ZCTA5 78044,237,94.9,91.6,0.0,3.4,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78045,78045,ZCTA5 78045,61072,91.1,86.7,1.7,0.0,2.7,8.9,6.7,0.8,0.0,1.2,0.0,0.0,0.1,0.0,0.1
8600000US78046,78046,ZCTA5 78046,68006,97.8,93.9,0.1,0.0,3.8,2.2,1.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
8600000US78050,78050,ZCTA5 78050,636,80.5,80.5,0.0,0.0,0.0,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78052,78052,ZCTA5 78052,6971,59.4,56.8,0.3,0.0,2.3,40.6,39.3,0.0,0.0,0.3,0.0,0.0,0.9,0.0,0.9
8600000US78055,78055,ZCTA5 78055,2026,8.9,7.1,1.8,0.0,0.0,91.1,77.4,13.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78056,78056,ZCTA5 78056,1732,21.2,18.1,0.9,0.0,2.3,78.8,59.1,4.5,4.2,3.5,0.0,0.0,7.4,2.9,4.6
8600000US78057,78057,ZCTA5 78057,832,59.3,58.2,0.0,0.0,1.1,40.7,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78058,78058,ZCTA5 78058,897,19.4,18.8,0.6,0.0,0.0,80.6,74.4,0.0,0.0,0.0,0.0,0.0,6.2,0.0,6.2
8600000US78059,78059,ZCTA5 78059,5851,69.4,65.2,0.0,0.0,4.2,30.6,29.6,0.4,0.0,0.0,0.3,0.0,0.3,0.0,0.3
8600000US78060,78060,ZCTA5 78060,36,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600000US78061,78061,ZCTA5 78061,12379,83.2,71.0,0.1,0.5,11.6,16.8,13.6,2.1,0.0,0.7,0.0,0.0,0.4,0.0,0.4
8600000US78063,78063,ZCTA5 78063,9444,16.9,13.2,0.1,0.0,3.5,83.1,80.8,0.0,0.1,0.2,0.0,0.0,2.0,0.0,2.0
8600000US78064,78064,ZCTA5 78064,14607,51.7,45.7,0.4,0.0,5.6,48.3,45.7,1.1,0.1,0.3,0.0,0.2,1.0,0.2,0.8
8600000US78065,78065,ZCTA5 78065,10930,76.1,68.2,0.0,0.4,7.5,23.9,21.1,0.8,0.5,0.2,0.0,0.0,1.3,0.0,1.3
8600000US78066,78066,ZCTA5 78066,361,21.1,21.1,0.0,0.0,0.0,78.9,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
